FileName,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,OutOfASCII,CharTotal, LineTotal, AvgCharPerLine, # of Strings, % of Space, # of Word, % of Word, Readable, RatioOfNum , RatioOfEng, RatioOfSpcChar, MaxCharNumPerLine, DistDegree,NumOfNumType,NumOfEngType,NumOfSpcType, MaxNumOfSpc, MaxNumOfSpcChar 
keycode.js,0,0,0,0,0,0,0,0,0,27,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,6,0,2,0,2,0,7,7,8,0,17,0,13,24,2,3,2,10,3,1,2,2,4,3,23,4,0,4,8,0,1,9,3,9,6,16,2,3,2,5,0,3,2,5,5,6,9,4,6,4,6,3,1,2,0,0,0,1,0,1,0,2,0,15,3,16,17,49,11,5,6,22,8,4,9,6,23,32,8,4,27,16,22,22,2,1,0,20,0,5,0,5,0,0,792,45,17.6,3,11.10%,,,,4,58,17.8,54,10%,10,46,20,24,47
curry-2016-7-20-3.js,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,64,64,5,6,37,6,22,72,3,21,19,18,3,2,0,0,0,0,3,38,1,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,7,0,1,0,0,3,1,0,0,0,0,0,0,0,6,0,6,0,0,0,89,2,40,6,45,42,35,16,43,3,0,36,12,81,53,19,0,82,46,67,52,10,7,9,20,0,17,2,17,0,103,1920,93,20.6,0,22.90%,,,,3.4,43.3,20.2,82,0%,6,29,17,72,47
ENV.js,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423,11,50,1,0,3,4,46,96,96,7,32,20,6,108,9,30,17,7,0,0,6,3,0,0,0,24,109,12,82,6,0,0,3,1,26,10,23,11,0,2,11,0,0,7,12,27,1,0,20,3,24,5,0,12,0,0,0,0,16,0,16,0,4,0,311,60,101,113,402,59,26,34,174,40,10,197,93,166,166,91,21,196,203,288,152,59,17,13,37,1,59,6,59,0,0,5807,211,27.5,25,24.50%,,,,1.1,55.6,15.2,111,0%,5,43,25,109,59
resizable.js,0,0,0,0,0,0,0,0,0,2730,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3099,35,350,2,72,0,90,9,573,573,18,53,403,124,1089,145,72,14,4,4,1,1,1,1,0,3,267,338,18,350,34,35,2,8,15,22,48,44,18,1,75,18,0,3,8,33,26,28,47,3,74,43,19,2,4,72,10,10,0,65,0,65,6,145,0,1160,126,399,570,1959,413,386,1176,1782,13,12,732,326,972,994,590,6,748,1336,2217,348,131,221,119,100,198,215,107,215,0,0,30200,1207,25,175,10.30%,,,,0.3,58.5,17.9,94,0%,9,50,28,1089,46
debug-layer.js,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3383,4,130,14,0,0,2,21,153,153,183,4,112,15,280,60,25,8,12,2,2,0,0,5,0,0,43,115,2,74,1,0,65,37,32,100,106,10,10,0,18,5,0,0,7,47,7,1,30,0,50,51,19,2,1,18,0,0,0,8,0,8,0,54,0,517,209,310,265,831,158,257,237,519,7,44,331,117,533,487,195,13,401,364,705,274,126,106,65,174,4,52,8,52,19,0,13342,473,28.2,65,25.40%,,,,0.4,58.5,12.2,166,0%,6,45,26,280,46
testem.dist.js,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,1,0,7,0,0,2,198,23,23,0,13,115,77,54,16,29,17,7,0,1,1,1,0,0,0,38,26,6,13,6,1,0,0,37,5,2,5,13,0,1,2,0,0,1,2,0,16,7,0,12,20,0,0,0,4,2,0,0,15,2,15,0,39,0,98,38,34,37,208,25,17,34,96,3,15,104,26,74,135,80,2,220,178,136,88,18,40,16,40,0,17,0,17,0,0,3843,168,22.9,0,26.10%,,,,1.5,49.2,18.8,93,0%,6,40,23,198,39
datepicker-en-NZ.js,0,0,0,0,0,0,0,0,0,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,114,0,0,0,2,0,8,8,4,0,55,4,12,13,0,1,0,0,0,0,0,0,0,0,15,6,0,4,0,0,0,6,3,0,6,1,6,1,1,1,6,0,1,10,12,2,1,2,2,11,12,1,0,4,0,1,4,9,0,9,0,0,0,62,7,21,33,93,19,10,13,39,2,10,19,16,44,35,15,0,50,28,48,30,4,5,7,27,0,5,0,5,0,0,1182,37,31.9,57,9.50%,,,,0.1,61.8,23.1,93,0%,1,46,16,114,34
fs-normalized.js,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,1,0,0,0,0,0,26,77,77,2,0,25,1,18,6,19,44,4,65,34,4,1,22,37,64,4,24,0,10,10,0,1,2,11,0,37,13,5,0,0,0,0,0,0,1,0,2,2,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,71,9,23,16,157,32,3,8,36,3,0,50,8,39,31,18,15,34,42,91,28,2,27,11,13,2,13,0,13,0,0,1729,42,41.2,0,13.50%,,,,17,49.2,17.8,93,0%,10,36,16,77,40
run-tests-injection.js,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,1,2,0,4,0,0,44,22,22,6,31,9,3,32,8,6,0,0,0,0,0,0,0,0,0,8,31,1,17,2,1,0,5,0,1,3,1,4,0,1,1,0,0,2,3,0,1,3,6,0,0,11,6,0,0,0,0,0,2,3,2,0,0,4,53,4,22,43,137,20,12,4,57,0,1,57,19,76,62,14,0,51,116,96,33,8,4,3,1,0,18,2,18,0,0,1783,86,20.7,1,25.60%,,,,0.3,52.8,16.4,96,0%,1,37,25,44,39
bootstrap-modules.js,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,4,0,3,0,4,14,18,18,0,0,5,2,6,0,0,0,0,0,0,0,0,0,0,0,1,10,0,12,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2,0,0,0,1,2,1,0,0,6,7,5,16,30,68,21,0,0,22,2,0,30,23,20,54,23,4,39,16,49,42,0,1,15,6,0,12,0,12,0,0,750,25,30,2,10.80%,,,,0,68.4,17.5,149,0%,0,26,18,18,40
bootstrap-markdown.fa.js,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,32,0,2,0,0,32,4,4,5,0,15,1,8,3,0,0,0,0,0,0,0,0,0,0,17,2,1,1,1,0,0,0,1,0,1,0,1,0,3,5,0,0,3,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20,2,4,9,42,4,8,8,25,2,7,9,8,22,11,6,0,25,16,26,2,1,4,4,3,1,2,0,2,0,170,752,24,31.3,16,18.10%,,,,0,38.6,17.6,65,0%,0,36,17,32,34
applyEach.js,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,6,12,12,2,0,8,0,10,5,0,1,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,21,1,15,15,11,8,22,0,2,16,10,27,15,13,0,31,21,25,10,3,3,1,6,0,6,0,6,0,0,607,21,28.9,0,29.80%,,,,0.2,53.2,13.3,60,0%,1,26,11,12,40
bootstrap-markdown.ar.js,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,32,0,2,0,0,32,3,3,4,0,15,1,6,4,0,0,0,0,0,0,0,0,0,0,16,2,1,1,1,0,1,2,1,0,0,0,0,1,3,5,0,0,4,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19,2,6,8,43,3,12,6,22,3,6,10,12,22,14,6,0,24,13,26,2,1,3,4,3,1,2,0,2,0,142,720,24,30,16,18.50%,,,,0,40.7,17.8,59,0%,0,35,18,32,34
d8-runner.js,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,2,0,1,3,0,16,25,25,2,5,10,55,34,129,0,1,1,1,2,1,1,0,12,0,13,19,0,13,1,0,0,2,1,3,2,4,7,5,3,5,0,1,2,4,4,3,8,0,3,3,8,1,0,1,0,0,0,0,0,0,0,5,8,80,35,49,64,132,22,28,24,87,6,6,85,37,78,127,45,0,78,70,104,51,16,15,7,16,2,5,0,5,0,0,2061,75,27.5,1,12.50%,,,,0.9,64.7,18.2,104,0%,7,45,20,129,47
demo-1.js,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,31,21,21,0,0,25,0,25,84,0,1,1,2,0,0,0,0,0,0,15,20,0,2,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,11,10,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,59,28,30,33,124,19,10,3,20,11,1,41,31,31,46,29,0,83,18,42,19,5,10,0,16,0,12,0,12,0,23,1237,60,20.6,0,11.30%,,,,0.3,59.8,21.8,55,0%,3,28,13,84,47
datepicker-ta.js,0,0,0,0,0,0,0,0,0,58,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,108,0,0,0,2,0,10,10,4,0,55,1,16,12,0,1,0,0,0,0,0,0,1,0,15,6,0,4,0,0,1,3,1,0,3,0,2,0,1,1,0,0,1,3,5,0,0,2,2,5,7,2,0,1,0,1,0,6,0,6,0,0,0,45,2,17,21,65,19,7,8,33,2,11,15,17,26,26,11,0,37,24,43,15,2,4,6,15,0,5,0,5,0,278,1249,53,23.6,54,6.50%,,,,0.2,40.9,21.3,73,0%,2,40,17,108,34
readiness_test.js,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911,1,20,0,1,0,0,31,62,62,0,6,34,4,33,15,11,5,0,0,0,0,0,0,0,0,5,60,1,30,8,0,5,17,0,26,1,3,2,0,0,2,0,0,0,1,0,1,0,15,20,0,3,0,0,16,0,0,0,6,0,6,0,0,0,282,23,87,141,295,35,9,22,136,15,11,163,40,120,97,75,13,164,152,152,61,13,22,3,86,2,30,0,30,0,0,3841,138,27.8,10,23.70%,,,,0.4,60.6,11.7,100,0%,2,38,21,62,40
effect-size.js,0,0,0,0,0,0,0,0,0,354,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,8,70,0,22,0,2,1,66,66,21,4,82,5,171,75,2,0,0,0,0,0,0,0,0,0,29,40,0,81,10,2,1,5,5,3,5,4,7,0,9,3,0,0,3,2,2,13,19,3,8,11,21,1,4,11,0,0,0,8,0,8,0,0,0,161,22,167,115,346,171,71,128,298,9,0,139,95,188,326,86,6,226,190,344,49,16,19,18,46,8,28,14,28,0,0,5335,191,27.9,35,10.60%,,,,0,63.4,15.8,86,0%,1,45,24,171,46
html.js,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,14,4,0,0,0,12,19,19,67,4,15,3,36,13,18,6,7,0,0,0,0,0,0,0,17,15,6,10,6,0,21,2,0,9,4,0,0,1,12,3,0,0,12,18,0,3,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,12,2,58,8,25,36,114,17,10,70,84,1,7,56,43,93,33,43,2,67,31,111,16,1,19,12,19,0,8,0,8,18,0,2112,90,23.5,7,28.60%,,,,1.5,50.1,15.6,85,0%,3,36,22,67,42
applyEachSeries.js,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,4,1,1,21,0,2,4,12,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,3,0,4,0,8,7,0,0,2,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,4,0,4,0,0,2,66,8,33,10,59,15,10,22,35,1,5,51,27,48,45,32,0,40,35,50,23,2,9,1,17,0,7,2,7,0,0,924,23,40.2,0,14.20%,,,,0,73.1,10.3,115,0%,0,32,17,21,42
create-reftests.js,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,4,0,1,16,31,31,0,2,9,0,28,8,7,0,1,0,0,0,1,0,1,0,5,17,0,16,3,1,0,0,0,2,0,1,1,0,1,0,0,0,1,0,0,1,0,0,2,1,1,0,0,1,0,0,0,2,1,2,0,4,4,28,2,30,12,97,15,3,19,32,1,1,27,16,40,35,18,5,46,72,70,13,4,10,6,3,0,8,0,8,0,0,1236,37,33.4,0,30.00%,,,,0.8,49.9,16.3,98,0%,4,35,21,31,40
to-es5.js,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,1,0,0,0,0,0,60,21,21,0,0,53,51,34,19,12,13,12,0,0,13,0,0,0,0,28,28,0,21,0,0,4,5,6,7,4,12,9,3,5,5,0,0,1,7,2,2,4,0,7,10,6,6,0,0,1,1,1,19,0,19,0,3,0,87,28,55,55,244,46,23,15,110,9,5,103,51,131,170,69,8,164,166,149,75,13,9,6,3,3,23,0,23,0,0,3109,105,29.6,0,20.10%,,,,1.6,61.1,13.8,82,0%,4,47,17,60,39
datepicker-sr-SR.js,0,0,0,0,0,0,0,0,0,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,114,2,0,0,4,0,8,8,4,0,55,3,14,10,0,2,0,2,0,0,0,0,1,0,15,8,0,4,0,0,0,6,1,1,8,1,3,0,1,1,6,0,1,7,10,2,6,2,5,16,5,4,0,1,0,1,1,9,0,9,0,0,0,60,11,18,26,89,19,9,7,32,7,15,17,17,34,34,15,0,55,25,53,22,7,4,8,15,0,5,0,5,0,4,1127,37,30.5,57,7.80%,,,,0.4,61,24.6,84,0%,3,46,17,114,34
datepicker-ka.js,0,0,0,0,0,0,0,0,0,51,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,108,2,0,0,4,0,10,10,4,0,55,3,17,10,0,1,0,2,0,0,0,0,1,0,15,8,0,4,0,0,1,2,1,0,3,0,2,1,1,1,0,0,3,3,5,0,0,2,2,3,6,2,0,1,0,1,0,6,0,6,0,0,0,45,2,18,25,67,19,9,7,35,2,12,16,17,27,31,11,0,35,21,40,12,1,4,8,15,2,5,0,5,0,245,1226,48,25.5,54,6.90%,,,,0.3,42.4,22.3,96,0%,3,42,18,108,34
scrollSpec.js,0,0,0,0,0,0,0,0,0,120,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,18,30,30,0,0,10,0,7,0,6,1,1,0,0,0,1,0,2,0,6,21,0,5,0,0,0,0,4,0,1,2,10,1,0,5,0,0,1,2,0,3,1,0,4,1,4,0,0,0,0,0,0,3,0,3,0,0,0,28,2,28,11,57,23,12,3,35,0,4,21,27,30,45,6,0,34,19,25,8,2,5,8,4,4,12,0,12,0,0,845,52,16.2,0,3.00%,,,,1.3,56.8,18.6,51,0%,5,37,12,30,40
dir.js,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,8,7,7,31,0,5,2,18,8,3,1,0,0,0,0,0,0,0,0,3,6,0,1,1,0,9,3,0,1,0,0,7,0,0,1,0,0,1,0,1,2,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,12,40,6,35,21,63,15,9,17,33,2,4,47,23,65,64,16,0,43,34,50,32,2,5,2,13,0,7,0,7,0,0,999,32,31.2,0,16.80%,,,,0.4,66.2,13.4,84,0%,2,33,18,31,42
isometric.js,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,0,60,0,0,0,0,12,62,62,2,2,75,3,77,2,28,21,28,5,10,1,16,0,4,0,9,51,0,20,0,0,0,0,0,14,2,29,4,0,0,1,0,0,0,0,12,4,3,2,12,2,1,2,0,0,3,3,0,0,0,0,0,28,0,96,49,46,89,186,40,22,73,146,0,0,92,44,85,153,39,22,134,126,210,87,36,36,28,30,9,7,0,7,0,0,3229,88,36.7,30,17.90%,,,,3.5,61.1,14.8,134,0%,8,39,16,77,46
data.js,0,0,0,0,0,0,0,0,0,35,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,6,0,7,0,2,0,14,14,8,0,7,1,20,26,0,1,0,1,0,0,0,0,1,0,12,7,1,3,8,1,1,1,1,2,1,1,1,0,0,3,0,0,0,2,3,1,2,4,3,4,1,1,1,0,0,0,0,2,0,2,0,0,0,38,3,25,27,77,15,5,12,26,8,1,17,14,34,36,15,4,42,22,49,31,2,2,4,15,0,8,0,8,0,0,906,39,23.2,3,12.10%,,,,0.3,61.4,18,82,0%,3,42,22,26,47
config.js,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,4,0,0,0,0,100,41,41,5,0,53,16,59,19,0,0,0,0,0,0,0,0,0,0,10,31,7,19,22,0,1,0,5,21,0,0,7,0,0,2,0,0,6,0,0,0,7,0,5,0,0,0,0,0,0,0,0,11,0,11,0,16,0,55,7,71,34,146,78,60,25,131,6,4,48,28,115,127,33,1,140,106,120,39,12,5,10,14,0,24,0,24,0,0,2321,67,34.6,2,11.70%,,,,0,63.2,22.1,93,0%,0,32,20,100,39
touch.js,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3160,4,70,3,0,0,10,66,109,110,124,10,131,26,166,89,35,14,11,1,3,2,2,0,0,1,54,75,3,87,0,1,39,12,9,58,17,55,1,0,0,9,0,1,0,18,21,22,26,1,4,31,114,2,0,4,14,14,0,9,0,9,0,11,36,360,61,326,168,956,179,127,317,416,8,16,230,152,443,496,99,3,394,341,820,323,190,51,15,135,7,40,8,40,18,0,11950,307,38.9,35,26.40%,,,,0.6,59.1,11.3,148,0%,8,46,27,166,46
unique-id.js,0,0,0,0,0,0,0,0,0,54,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2,10,0,4,0,2,1,23,23,8,4,3,4,18,26,1,0,0,0,0,0,0,0,0,0,9,10,0,5,8,0,1,2,1,2,2,1,2,0,0,9,0,0,0,2,1,1,0,3,3,1,1,3,1,0,0,0,0,1,1,1,1,0,0,18,3,21,27,58,19,6,14,49,7,0,9,8,47,36,8,10,37,22,44,44,5,1,1,13,0,12,0,12,0,0,949,49,19.4,5,12.00%,,,,0.1,57.1,19.9,61,0%,1,40,24,26,47
jquery-1.6.2.js,0,0,0,0,0,0,0,0,0,20043,8980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28574,485,2123,67,75,6,755,211,3651,3665,183,494,2605,330,3724,2679,529,367,149,108,62,60,56,36,50,41,970,2484,178,3502,146,325,1,346,142,484,421,528,290,56,271,292,35,75,296,304,432,326,198,864,186,586,564,64,55,138,148,19,3,979,290,979,76,92,2,8981,1451,5146,4755,20101,3879,1813,3561,8094,1412,836,6843,3616,9265,7573,3903,253,9465,7657,13359,5193,1913,997,1149,2898,228,1846,905,1846,8,0,236201,8980,26.3,1061.5,12.10%,,,,0.6,59.9,15.1,343,0%,10,52,32,3724,46
curry-2016-7-20-2.js,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,2,34,34,34,0,9,38,4,16,28,2,0,20,0,0,0,0,0,0,0,0,28,1,22,1,0,0,3,0,3,0,0,0,0,3,12,0,0,9,14,0,0,0,0,0,9,0,0,0,0,0,0,0,3,1,3,0,25,0,103,0,20,25,130,20,58,56,42,0,6,87,29,56,43,52,0,74,67,42,20,6,8,0,25,9,10,6,10,0,86,2194,62,35.4,0,31.20%,,,,1,47,14.1,117,0%,2,29,20,38,44
datepicker-ja.js,0,0,0,0,0,0,0,0,0,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,108,2,0,0,4,0,9,9,4,0,55,0,16,12,3,10,4,4,2,2,2,2,2,2,15,8,0,4,0,0,1,3,1,1,3,1,1,0,1,1,1,1,1,3,5,1,0,2,2,4,6,1,0,1,0,1,0,6,0,6,0,0,0,45,2,17,21,67,18,7,7,32,5,10,12,14,30,28,12,0,38,22,43,13,2,4,8,15,0,5,0,5,0,68,1031,37,27.9,54,8.10%,,,,3.2,49.8,26.1,68,0%,10,45,17,108,34
util.js,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,6,4,2,0,0,16,14,28,28,17,2,8,4,65,34,0,7,3,1,0,1,0,0,1,0,5,16,3,16,3,0,6,7,6,34,13,9,6,0,0,3,0,0,0,5,5,5,5,0,2,0,6,2,1,0,4,2,0,0,0,0,0,4,6,129,18,74,45,292,70,60,41,97,1,14,71,25,108,85,54,1,138,117,234,42,35,8,7,57,1,13,4,13,0,0,3167,81,39.1,2,25.80%,,,,0.4,61.2,10,131,0%,5,43,24,65,46
bootstrap-datepicker.de.js,0,0,0,0,0,0,0,0,0,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,98,0,2,0,0,2,3,3,5,0,49,1,6,2,0,1,0,0,0,0,0,0,0,0,10,3,1,1,1,0,1,4,0,0,8,0,5,1,1,0,6,0,1,12,2,2,0,1,0,12,1,0,0,0,0,0,1,6,0,6,0,0,0,33,7,8,10,36,4,8,9,19,1,5,7,14,25,27,7,0,30,16,33,13,2,2,0,9,3,2,0,2,0,3,695,18,38.6,49,8.90%,,,,0.1,55.4,29.4,131,10%,1,38,20,98,34
move.js,0,0,0,0,0,0,0,0,0,218,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,0,0,0,10,33,33,3,6,9,1,16,4,15,5,0,1,0,0,0,0,1,0,1,17,0,20,1,1,0,0,3,10,1,0,6,0,0,4,1,0,0,6,0,0,0,0,0,17,0,0,0,0,0,0,0,5,0,5,0,0,0,46,19,15,15,69,15,6,6,38,20,0,31,5,32,39,20,0,55,19,80,22,9,0,1,15,0,15,4,15,0,0,1191,65,18.3,0,5.10%,,,,1.8,52.5,16.8,68,0%,4,30,20,33,40
raycast.js,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,0,40,0,0,1,0,104,134,134,2,14,188,10,168,4,107,42,60,7,14,37,10,17,2,0,57,53,4,33,1,1,2,0,12,49,44,0,17,2,15,3,0,2,0,41,13,11,20,0,4,14,6,1,2,0,5,7,0,23,0,23,0,15,0,190,37,53,75,238,52,93,36,195,9,9,140,29,131,207,27,3,226,144,241,76,22,23,40,83,6,39,0,39,0,0,5230,165,31.7,20,19.60%,,,,5.7,50.7,20.8,100,0%,9,45,23,188,44
babel-types_vx.x.x.js,0,0,0,0,0,0,0,0,0,0,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8327,3,684,0,15,2,4,93,320,320,22,9,340,59,57,138,7,5,4,3,2,7,5,0,2,3,1429,824,83,64,89,359,0,362,1214,176,263,513,125,7,0,187,108,7,162,93,1205,468,189,6,31,483,355,30,69,34,121,8,0,3,0,3,3,11,2,4358,2122,2142,2593,8425,627,242,163,2436,472,72,3289,800,3655,4170,1653,22,2802,2290,4089,782,71,88,679,1094,10,178,508,178,1,0,71038,1510,47,342,11.70%,,,,0.1,77.9,8.2,1373,0%,9,50,29,1429,58
topper.js,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,3,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,18,1,18,0,11.10%,,,,0,61.1,22.2,18,40%,0,8,3,2,40
tooltip.js,0,0,0,0,0,0,0,0,0,1055,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,15,238,5,37,0,18,15,267,267,8,4,147,77,321,184,11,16,1,0,4,1,4,2,4,2,72,147,8,102,21,5,2,18,8,30,41,24,2,0,4,21,3,1,1,3,4,20,2,5,14,16,31,1,4,5,1,0,0,26,2,26,1,54,0,505,101,229,292,1159,158,129,232,753,15,28,452,155,615,775,314,10,442,454,1311,225,192,57,13,111,0,95,16,95,0,0,14453,524,27.6,119,10.80%,,,,0.3,62.2,15.7,94,0%,9,48,29,321,46
logging.js,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,1,22,0,0,0,0,1,15,15,0,0,7,0,25,2,0,0,0,0,0,0,0,0,0,2,1,23,0,16,0,1,0,0,0,9,0,7,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,49,5,18,27,81,17,68,11,30,0,2,55,18,44,69,2,3,34,63,49,15,7,13,0,12,0,4,2,4,0,0,1088,33,33,11,16.70%,,,,0.2,65.7,14.3,103,0%,1,29,16,25,46
babel-eslint_vx.x.x.js,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,8,0,0,49,0,0,18,0,1,64,30,54,4,4,2,2,1,3,0,1,6,7,20,15,10,0,10,0,0,3,1,3,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,4,17,1,0,1,0,0,0,0,0,0,1,2,2,109,94,48,79,288,18,7,15,55,7,8,155,44,87,133,57,2,90,101,123,47,6,8,28,42,0,15,0,15,0,0,2307,73,31.6,0,8.50%,,,,1.3,73.4,13.6,90,0%,9,35,16,64,45
